book_author,book_href,book_publish_date,book_publisher,book_rating_counting,book_rating_nums,book_src,book_title
于娟,https://book.douban.com/subject/6397275/,2011-5,湖南科技出版社,10079人评价,8.9,https://img3.doubanio.com/lpic/s6343233.jpg,此生未完成
[葡萄牙]费尔南多·佩索阿,https://book.douban.com/subject/1015864/,1995年5月第一版,上海文艺出版社,2712人评价,9.0,https://img3.doubanio.com/lpic/s1113041.jpg,惶然录
蒋勋,https://book.douban.com/subject/5040220/,2010-9,上海三联书店,4007人评价,9.0,https://img3.doubanio.com/lpic/s6216343.jpg,蒋勋说红楼梦（第一辑）
[美] 罗伯特·所罗门,https://book.douban.com/subject/1071227/,2011-1,广西师范大学出版社,2969人评价,9.0,https://img3.doubanio.com/lpic/s4573783.jpg,大问题
[阿根廷]豪·路·博尔赫斯,https://book.douban.com/subject/3003258/,2008-2,浙江文艺出版社,1500人评价,9.2,https://img1.doubanio.com/lpic/s2958527.jpg,阿莱夫
[美]哈珀·李,https://book.douban.com/subject/3597031/,2009-2-1,译林出版社,3176人评价,9.1,https://img3.doubanio.com/lpic/s3684890.jpg,杀死一只反舌鸟
[美] 罗伯特·麦基,https://book.douban.com/subject/1115748/,2001-8,中国电影出版社,4670人评价,9.2,https://img5.doubanio.com/lpic/s2361866.jpg,故事
[奥] 维特根斯坦,https://book.douban.com/subject/1005354/,1996-12,商务印书馆,1519人评价,9.1,https://img3.doubanio.com/lpic/s2704503.jpg,逻辑哲学论
[德]赫尔曼·黑塞,https://book.douban.com/subject/2165063/,2007-7,上海译文出版社,2313人评价,9.2,https://img3.doubanio.com/lpic/s2623252.jpg,纳尔齐斯与歌尔德蒙
(意)伊塔洛·卡尔维诺,https://book.douban.com/subject/3643270/,2009-3,译林出版社,1731人评价,9.1,https://img5.doubanio.com/lpic/s3709316.jpg,新千年文学备忘录
陈忠实,https://book.douban.com/subject/3091368/,2008-5,北京十月文艺出版社,5507人评价,9.1,https://img3.doubanio.com/lpic/s4603422.jpg,白鹿原
[阿根廷] 豪·路·博尔赫斯,https://book.douban.com/subject/1083089/,1999-11,浙江文艺出版社,1751人评价,9.4,https://img1.doubanio.com/lpic/s1789739.jpg,博尔赫斯全集
张爱玲,https://book.douban.com/subject/1055128/,2003-1-1,经济日报出版社,2597人评价,9.0,https://img3.doubanio.com/lpic/s2215584.jpg,传奇(上下)
[英] 毛姆,https://book.douban.com/subject/2035171/,2007-3,上海译文出版社,10981人评价,9.0,https://img1.doubanio.com/lpic/s3983958.jpg,人生的枷锁
[美]法兰克·佛杜锡克 著 / 吴程远 译,https://book.douban.com/subject/1852700/,2006-5,湖南科学技术出版社,1428人评价,9.0,https://img1.doubanio.com/lpic/s3063977.jpg,神经外科的黑色喜剧
叶广芩,https://book.douban.com/subject/3448867/,2009-1,北京出版社,2234人评价,9.0,https://img5.doubanio.com/lpic/s3696986.jpg,采桑子
钱钟书,https://book.douban.com/subject/1069848/,2002-5,生活·读书·新知三联书店,21200人评价,9.0,https://img3.doubanio.com/lpic/s1068075.jpg,围城
钱钟书,https://book.douban.com/subject/1039079/,2001-1,生活·读书·新知三联书店,1941人评价,9.0,https://img1.doubanio.com/lpic/s1028477.jpg,写在人生边上 写在人生边上的边上 石语
宗萨蒋扬钦哲仁波切,https://book.douban.com/subject/5332713/,2010-10,新星出版社,2484人评价,9.0,https://img1.doubanio.com/lpic/s4509918.jpg,人间是剧场
饶平如,https://book.douban.com/subject/23008971/,2013-5-1,广西师范大学出版社,9293人评价,9.0,https://img3.doubanio.com/lpic/s26543835.jpg,平如美棠
雨果,https://book.douban.com/subject/1880986/,2006-8,上海译文出版社,2105人评价,9.2,https://img1.doubanio.com/lpic/s1989289.jpg,悲惨世界（上下）
[德] 马克斯·韦伯,https://book.douban.com/subject/1277275/,2005-03,生活·读书·新知三联书店,1506人评价,9.2,https://img1.doubanio.com/lpic/s1286347.jpg,学术与政治
斯台芬·茨威格,https://book.douban.com/subject/2146279/,2007-7,上海译文出版社,2330人评价,9.0,https://img3.doubanio.com/lpic/s2598131.jpg,心灵的焦灼
钱穆,https://book.douban.com/subject/1020547/,2005-3,生活·读书·新知三联书店,1745人评价,8.9,https://img3.doubanio.com/lpic/s1235344.jpg,论语新解
[阿根廷]豪·路·博尔赫斯,https://book.douban.com/subject/3003477/,2008-2,浙江文艺出版社,2261人评价,9.2,https://img1.doubanio.com/lpic/s2958557.jpg,虚构集
米切尔・恩德,https://book.douban.com/subject/1008459/,2000-2-1,二十一世纪出版社,1197人评价,9.0,https://img3.doubanio.com/lpic/s1556541.jpg,毛毛
何偉,https://book.douban.com/subject/6539859/,2011-6-30,八旗文化,5081人评价,9.3,https://img1.doubanio.com/lpic/s6979148.jpg,甲骨文
郑重 / 王要,https://book.douban.com/subject/1393218/,2000-06,人民文学出版社,2825人评价,9.1,https://img1.doubanio.com/lpic/s24396128.jpg,大明宫词
汉密尔顿 / 杰伊 / 麦迪逊,https://book.douban.com/subject/1048930/,1980,商务印书馆,1909人评价,9.0,https://img3.doubanio.com/lpic/s1437692.jpg,联邦党人文集
王世襄,https://book.douban.com/subject/1029940/,1999-08,生活·读书·新知三联书店,1136人评价,9.2,https://img1.doubanio.com/lpic/s1068077.jpg,锦灰堆
袁越,https://book.douban.com/subject/3178741/,2008-8,南京大学出版社,1210人评价,9.2,https://img3.doubanio.com/lpic/s3448990.jpg,来自民间的叛逆
郑念,https://book.douban.com/subject/3214818/,1988-9,浙江文艺出版社,369人评价,9.3,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-large.gif,上海生死劫
[俄] 亚历山大·索尔仁尼琴,https://book.douban.com/subject/1315844/,1996-12,群众出版社,1302人评价,9.2,https://img1.doubanio.com/lpic/s1323837.jpg,古拉格群岛（上中下）
任东来 / 陈伟 / 白雪峰,https://book.douban.com/subject/1144185/,2014-1,中国法制出版社,4685人评价,9.1,https://img3.doubanio.com/lpic/s24503563.jpg,美国宪政历程
(美)萨伯,https://book.douban.com/subject/3697494/,2009-06,生活·读书·新知三联书店,3110人评价,9.1,https://img1.doubanio.com/lpic/s3838207.jpg,洞穴奇案
WILLARD PRICE,https://book.douban.com/subject/1542939/,1998-05-01,北京少年儿童出版社,1455人评价,9.6,https://img3.doubanio.com/lpic/s2744840.jpg,哈尔罗杰历险记(全套共14册)
Randal E.Bryant / David O'Hallaron,https://book.douban.com/subject/1230413/,2004-5-1,中国电力出版社,2450人评价,9.5,https://img3.doubanio.com/lpic/s1470003.jpg,深入理解计算机系统
[英] 贡布里希 (Sir E.H.Gombrich),https://book.douban.com/subject/1059969/,1999-11-01,生活·读书·新知三联书店,1825人评价,9.4,https://img3.doubanio.com/lpic/s1740152.jpg,艺术的故事
[美] 乔治.R.R.马丁,https://book.douban.com/subject/1986291/,2007-1,重庆出版社,10383人评价,9.5,https://img3.doubanio.com/lpic/s2877433.jpg,冰与火之歌（卷三）
[英] A. S. Hornby 原著 / Sally Wehmeier 主编 / Michael Ashby 语音编辑,https://book.douban.com/subject/1181379/,2004-8,商务印书馆 牛津大学出版社,1495人评价,9.5,https://img3.doubanio.com/lpic/s1218761.jpg,牛津高阶英汉双解词典 （第六版）
Richard P. Feynman / Robert B. Leighton / Matthew Sands,https://book.douban.com/subject/1437852/,2005-06,上海科学技术出版社,1419人评价,9.5,https://img1.doubanio.com/lpic/s1475298.jpg,费恩曼物理学讲义（第1卷）
熊顿,https://book.douban.com/subject/11622283/,2012-9-1,北京理工大学出版社,13206人评价,9.2,https://img5.doubanio.com/lpic/s20742806.jpg,滚蛋吧!肿瘤君
[清] 曹雪芹 著 / 高鹗 续,https://book.douban.com/subject/1007305/,1996-12,人民文学出版社,114911人评价,9.5,https://img1.doubanio.com/lpic/s1070959.jpg,红楼梦
吴淼,https://book.douban.com/subject/2334065/,2007,接力出版社,3468人评价,9.4,https://img1.doubanio.com/lpic/s4433958.jpg,塔希里亚故事集
[哥伦比亚] 加西亚·马尔克斯,https://book.douban.com/subject/6082808/,2011-6,南海出版公司,99465人评价,9.2,https://img3.doubanio.com/lpic/s6384944.jpg,百年孤独
[美] Thomas H.Cormen / Charles E.Leiserson / Ronald L.Rivest / Clifford Stein,https://book.douban.com/subject/1885170/,2006-9,机械工业出版社,4577人评价,9.3,https://img1.doubanio.com/lpic/s1959967.jpg,算法导论（原书第2版）
[美] 侯世达,https://book.douban.com/subject/1291204/,1997-5,商务印书馆,3989人评价,9.4,https://img1.doubanio.com/lpic/s1789059.jpg,哥德尔、艾舍尔、巴赫
木心 口述 / 陈丹青 笔录,https://book.douban.com/subject/20440644/,2013-1-10,广西师范大学出版社,15858人评价,9.2,https://img1.doubanio.com/lpic/s24611679.jpg,文学回忆录（全2册）
司马迁,https://book.douban.com/subject/1077847/,1982-11,中华书局,12266人评价,9.5,https://img3.doubanio.com/lpic/s1953384.jpg,史记（全十册）
老子,https://book.douban.com/subject/1059258/,1999-10,陕西人民出版社,9884人评价,9.4,https://img3.doubanio.com/lpic/s1045431.jpg,道德经
刘慈欣,https://book.douban.com/subject/5363767/,2010-11,重庆出版社,76755人评价,9.2,https://img3.doubanio.com/lpic/s26012674.jpg,三体Ⅲ
柴静,https://book.douban.com/subject/20427187/,2013-1-1,广西师范大学出版社,111491人评价,8.8,https://img3.doubanio.com/lpic/s24468373.jpg,看见
[美] 乔治.R.R.马丁,https://book.douban.com/subject/1464203/,2006-1,重庆出版社,12003人评价,9.4,https://img3.doubanio.com/lpic/s1482630.jpg,冰与火之歌（卷二）
鲁迅,https://book.douban.com/subject/1442720/,2005-11-1,人民文学出版社,3001人评价,9.4,https://img3.doubanio.com/lpic/s1513604.jpg,鲁迅全集（2005最新修订版）
吴淼,https://book.douban.com/subject/3337017/,2008-12,接力出版社,1390人评价,9.4,https://img3.doubanio.com/lpic/s26829385.jpg,塔希里亚故事集Ⅱ
吴军,https://book.douban.com/subject/6709783/,2011-8,电子工业出版社,17016人评价,9.1,https://img3.doubanio.com/lpic/s6807265.jpg,浪潮之巅
孔丘 编订,https://book.douban.com/subject/1883245/,2006-7,北京出版社,10361人评价,9.4,https://img3.doubanio.com/lpic/s1979223.jpg,诗经
[美] 艾萨克·阿西莫夫,https://book.douban.com/subject/1258489/,2005-1,天地出版社,5637人评价,9.3,https://img1.doubanio.com/lpic/s1328658.jpg,第二基地
林崇德 主编,https://book.douban.com/subject/1028409/,1991-4,浙江教育出版社,9042人评价,9.4,https://img3.doubanio.com/lpic/s1463970.jpg,中国少年儿童百科全书（全四册）
[美] 徐中約,https://book.douban.com/subject/1476213/,2002,香港中文大學出版社,3764人评价,9.4,https://img3.doubanio.com/lpic/s1493864.jpg,中國近代史（上冊）
,https://book.douban.com/subject/1851955/,1995,广西民族出版社,2585人评价,9.3,https://img3.doubanio.com/lpic/s29322975.jpg,唐诗三百首
[宋] 司馬光 編著 / [元] 胡三省 音注,https://book.douban.com/subject/1072295/,1956-6,中華書局,3408人评价,9.3,https://img3.doubanio.com/lpic/s1760022.jpg,資治通鑑（全二十冊）
〔法〕大仲马著,https://book.douban.com/subject/1121460/,1999-8-1,北京燕山出版社,2416人评价,9.3,https://img3.doubanio.com/lpic/s2535944.jpg,基督山伯爵(上下)
安房直子,https://book.douban.com/subject/1270150/,2004-03-01,少年儿童出版社,2343人评价,9.3,https://img3.doubanio.com/lpic/s1256733.jpg,风与树的歌
高尔泰,https://book.douban.com/subject/1005358/,2004-11-03,花城出版社,3695人评价,9.2,https://img3.doubanio.com/lpic/s1122091.jpg,寻找家园
（美）乔治·R·R·马丁,https://book.douban.com/subject/3210843/,2008-09,重庆出版社,8479人评价,9.2,https://img3.doubanio.com/lpic/s3275713.jpg,冰与火之歌·卷四·群鸦的盛宴（全两册）
玛赞·莎塔碧,https://book.douban.com/subject/4071859/,2010-1,生活·读书·新知三联书店,4150人评价,9.3,https://img3.doubanio.com/lpic/s6144591.jpg,我在伊朗长大
中国社会科学院语言研究所词典编辑室 编,https://book.douban.com/subject/1036684/,1996-7,商务印书馆,6363人评价,9.3,https://img3.doubanio.com/lpic/s1148324.jpg,现代汉语词典（修订本）
孙通海 译注,https://book.douban.com/subject/2046236/,2007-04,中华书局,4780人评价,9.3,https://img3.doubanio.com/lpic/s5765615.jpg,庄子
[俄]陀思妥耶夫斯基,https://book.douban.com/subject/1856494/,2006-8,上海译文出版社,6553人评价,9.3,https://img3.doubanio.com/lpic/s2059791.jpg,卡拉马佐夫兄弟
（美）Brian W. Kernighan / （美）Dennis M. Ritchie,https://book.douban.com/subject/1139336/,2004-1,机械工业出版社,3678人评价,9.4,https://img3.doubanio.com/lpic/s1106934.jpg,C程序设计语言
[意大利] 卡尔维诺,https://book.douban.com/subject/1066165/,2001-9,译林出版社,4032人评价,9.3,https://img3.doubanio.com/lpic/s1079340.jpg,卡尔维诺文集（第三卷）
[美] 安·兰德,https://book.douban.com/subject/1431870/,2005-11,重庆出版社,4601人评价,9.1,https://img5.doubanio.com/lpic/s1451416.jpg,源泉
[美] 乔治·R. R. 马丁,https://book.douban.com/subject/1336330/,2005-5,重庆出版社,21893人评价,9.3,https://img3.doubanio.com/lpic/s1358984.jpg,冰与火之歌（卷一）
兰晓龙,https://book.douban.com/subject/3511129/,2009-1,新星出版社,2218人评价,9.4,https://img3.doubanio.com/lpic/s3698353.jpg,我的团长我的团（下部）
蘅塘退士 / 陈婉俊,https://book.douban.com/subject/1013267/,1984-07-01,中华书局,8763人评价,9.3,https://img1.doubanio.com/lpic/s1008848.jpg,唐诗三百首
张纯如,https://book.douban.com/subject/2245468/,2007-8,东方出版社,1753人评价,9.2,https://img5.doubanio.com/lpic/s2714926.jpg,南京浩劫
王小波,https://book.douban.com/subject/1883991/,2006-7,云南人民出版社,3556人评价,9.3,https://img3.doubanio.com/lpic/s3432962.jpg,王小波全集
[英] 山姆·麦克布雷尼 文 / 安妮塔·婕朗 图,https://book.douban.com/subject/1433640/,2005-4,少年儿童出版社,9001人评价,9.3,https://img1.doubanio.com/lpic/s24549957.jpg,猜猜我有多爱你
[美] 艾萨克·阿西莫夫,https://book.douban.com/subject/1258490/,2005-1,天地出版社,10424人评价,9.2,https://img5.doubanio.com/lpic/s1239326.jpg,基地
[日] 田中芳树,https://book.douban.com/subject/1418999/,2004-7-1,西藏人民出版社,4653人评价,9.2,https://img3.doubanio.com/lpic/s28291162.jpg,银河英雄传说
[日] 莫莉蓟野,https://book.douban.com/subject/4060362/,2009-10,南海出版公司,1557人评价,9.1,https://img3.doubanio.com/lpic/s4001430.jpg,猫城小事
[伊朗] 玛赞·莎塔碧,https://book.douban.com/subject/1769765/,2006-4,生活·读书·新知三联,2491人评价,9.2,https://img1.doubanio.com/lpic/s1670019.jpg,我在伊朗长大1
錢穆,https://book.douban.com/subject/1046492/,2013-8,商務印書館,9132人评价,9.3,https://img3.doubanio.com/lpic/s23922774.jpg,國史大綱（上下）
费孝通,https://book.douban.com/subject/1310228/,1998-5-1,北京大学出版社,3345人评价,9.2,https://img1.doubanio.com/lpic/s2161158.jpg,乡土中国 生育制度
鲁兵 主编 / 朱延龄 插图,https://book.douban.com/subject/1941301/,1987-2,少年儿童出版社,8048人评价,9.2,https://img1.doubanio.com/lpic/s1949888.jpg,365夜故事（上下）
[美] 艾萨克·阿西莫夫,https://book.douban.com/subject/1258491/,2005-1,天地出版社,5679人评价,9.2,https://img1.doubanio.com/lpic/s1328657.jpg,基地与帝国
顾准,https://book.douban.com/subject/2025235/,2007-4-1,中国市场出版社,2042人评价,9.1,https://img3.doubanio.com/lpic/s2333801.jpg,顾准文集
[美] 米切尔,https://book.douban.com/subject/1083474/,1990-8,人民文学出版社,7616人评价,9.2,https://img3.doubanio.com/lpic/s1529094.jpg,飘（全二册）
[英] 乔治·奥威尔,https://book.douban.com/subject/1082387/,2003-4,上海译文出版社,24165人评价,9.2,https://img5.doubanio.com/lpic/s1089916.jpg,一九八四·动物农场
（清）纳兰性德 / 赵秀亭（笺校） / 冯统一（笺校）,https://book.douban.com/subject/1420734/,2005-7-1,中华书局,1943人评价,9.2,https://img3.doubanio.com/lpic/s6474704.jpg,飲水詞箋校
[美] 欧文·斯通,https://book.douban.com/subject/3054821/,2008-4,北京十月文艺出版社,6739人评价,9.2,https://img1.doubanio.com/lpic/s3099438.jpg,渴望生活
（英）帕·林·特拉芙斯,https://book.douban.com/subject/1433572/,2005,明天出版社,1514人评价,9.2,https://img1.doubanio.com/lpic/s8447328.jpg,随风而来的玛丽阿姨
[哥伦比亚] 加西亚·马尔克斯,https://book.douban.com/subject/10594787/,2012-9-1,南海出版公司,52849人评价,8.9,https://img3.doubanio.com/lpic/s11284102.jpg,霍乱时期的爱情
[英] 毛姆,https://book.douban.com/subject/4123116/,2009-10,上海译文出版社,20978人评价,9.2,https://img3.doubanio.com/lpic/s6088624.jpg,月亮和六便士
[美] G. 伽莫夫,https://book.douban.com/subject/1102715/,2002-11,科学出版社,5875人评价,9.1,https://img3.doubanio.com/lpic/s2516920.jpg,从一到无穷大
(法)托克维尔,https://book.douban.com/subject/1041385/,1989-1,商务印书馆,4558人评价,9.2,https://img1.doubanio.com/lpic/s26301247.jpg,论美国的民主
[法] 托克维尔,https://book.douban.com/subject/1032063/,1992-08,商务印书馆,5064人评价,8.9,https://img5.doubanio.com/lpic/s1076506.jpg,旧制度与大革命
Leften Stavros Stavrianos,https://book.douban.com/subject/1922216/,2006-1-10,Peking University Press,9082人评价,9.2,https://img3.doubanio.com/lpic/s1943290.jpg,全球通史(上)
"（美）斯塔夫里阿诺斯（Stavrianos,L.S.）",https://book.douban.com/subject/1922246/,2006-10,北京大学出版社,6212人评价,9.2,https://img3.doubanio.com/lpic/s2179261.jpg,全球通史(下)
曹天元,https://book.douban.com/subject/1467022/,2006-1,辽宁教育出版社,12747人评价,9.2,https://img3.doubanio.com/lpic/s1486674.jpg,上帝掷骰子吗
[奥] 莱内·马利亚·里尔克,https://book.douban.com/subject/1438816/,2005-10,上海译文出版社,2315人评价,9.1,https://img3.doubanio.com/lpic/s1483135.jpg,给青年诗人的信
[英] 王尔德,https://book.douban.com/subject/2160226/,2007-7,上海译文出版社,6412人评价,9.1,https://img3.doubanio.com/lpic/s2896390.jpg,快乐王子
[美] 史蒂夫·迈克康奈尔,https://book.douban.com/subject/1477390/,2006-3,电子工业出版社,3232人评价,9.3,https://img1.doubanio.com/lpic/s1495029.jpg,代码大全（第2版）
Stanley B.Lippman / Josée LaJoie / Barbara E.Moo,https://book.douban.com/subject/1767741/,2006,人民邮电出版社,4076人评价,9.2,https://img3.doubanio.com/lpic/s1638975.jpg,C++ Primer 中文版（第 4 版）
刘慈欣,https://book.douban.com/subject/3066477/,2008-5,重庆出版社,77537人评价,9.2,https://img3.doubanio.com/lpic/s4542660.jpg,三体Ⅱ
[丹麦]金·弗珀兹·艾克松/文 / [瑞典]爱娃·艾瑞克松/图,https://book.douban.com/subject/2361768/,2007,湖北美术出版社,7969人评价,9.3,https://img1.doubanio.com/lpic/s3446498.jpg,爷爷变成了幽灵
[美] 斯蒂芬·金,https://book.douban.com/subject/1829226/,2006-7,人民文学出版社,36019人评价,9.1,https://img3.doubanio.com/lpic/s4007145.jpg,肖申克的救赎
（丹麦）安徒生,https://book.douban.com/subject/1046209/,1997-08,人民文学出版社,34664人评价,9.1,https://img3.doubanio.com/lpic/s1034062.jpg,安徒生童话故事集
路遥,https://book.douban.com/subject/3523041/,2009-1,北京十月文艺出版社,16705人评价,9.2,https://img1.doubanio.com/lpic/s3799757.jpg,平凡的世界（全三册）
三毛,https://book.douban.com/subject/1060068/,2003-8,哈尔滨出版社,36882人评价,9.2,https://img3.doubanio.com/lpic/s1066570.jpg,撒哈拉的故事
[美国] 玛格丽特·米切尔,https://book.douban.com/subject/1068920/,2000-9,译林出版社,74384人评价,9.3,https://img1.doubanio.com/lpic/s1078958.jpg,飘
[明] 罗贯中,https://book.douban.com/subject/1019568/,1998-05,人民文学出版社,53155人评价,9.2,https://img3.doubanio.com/lpic/s1076932.jpg,三国演义（全二册）
[英] 王尔德,https://book.douban.com/subject/1119839/,2003-6,译林出版社,11187人评价,9.1,https://img5.doubanio.com/lpic/s2019056.jpg,王尔德童话
卡里·纪伯伦,https://book.douban.com/subject/2212371/,2007-8,天津教育出版社,3077人评价,9.0,https://img3.doubanio.com/lpic/s6846152.jpg,先知
[法] 阿尔贝·加缪,https://book.douban.com/subject/1034066/,1999-5,译林出版社,1817人评价,9.1,https://img1.doubanio.com/lpic/s2264339.jpg,加缪文集
[英] 瑞·蒙克,https://book.douban.com/subject/6152040/,2011-6,浙江大学出版社,3210人评价,9.1,https://img5.doubanio.com/lpic/s6850776.jpg,维特根斯坦传
中国社会科学院语言研究所 编,https://book.douban.com/subject/1001896/,1998-6,商务印书馆,6481人评价,9.2,https://img3.doubanio.com/lpic/s1076290.jpg,新华字典（1998年修订本）
兰晓龙,https://book.douban.com/subject/3297466/,2009-1,新星出版社,2875人评价,9.2,https://img3.doubanio.com/lpic/s3510333.jpg,我的团长我的团（上部）
Elliot Aronson,https://book.douban.com/subject/2328458/,2007-12,华东师范大学出版社,4086人评价,9.1,https://img1.doubanio.com/lpic/s3028088.jpg,社会性动物
[美] 迈克尔·桑德尔,https://book.douban.com/subject/5408882/,2011-1-1,中信出版社,4073人评价,9.1,https://img1.doubanio.com/lpic/s4604609.jpg,公正
[美] Erich Gamma / Richard Helm / Ralph Johnson / John Vlissides,https://book.douban.com/subject/1052241/,2000-9,机械工业出版社,2496人评价,9.1,https://img3.doubanio.com/lpic/s1074361.jpg,设计模式
（德）叔本华,https://book.douban.com/subject/1292409/,2015-11,上海人民出版社,2683人评价,9.2,https://img3.doubanio.com/lpic/s1332575.jpg,人生的智慧
[美] R·柯朗 H·罗宾 著 / I·斯图尔特 修订,https://book.douban.com/subject/1320282/,2005-5,复旦大学出版社,2888人评价,9.1,https://img3.doubanio.com/lpic/s1802550.jpg,什么是数学
[晋] 陈寿 撰 / [宋] 裴松之 注,https://book.douban.com/subject/1014763/,2011-10,中华书局,3383人评价,9.2,https://img3.doubanio.com/lpic/s29390022.jpg,三国志（全五册）
杨显惠,https://book.douban.com/subject/3239549/,2008-09,花城出版社,12077人评价,9.2,https://img3.doubanio.com/lpic/s3455551.jpg,夹边沟记事
当年明月,https://book.douban.com/subject/3674537/,2009-4,中国海关出版社,31511人评价,9.1,https://img3.doubanio.com/lpic/s3745215.jpg,明朝那些事儿（1-9）
[奥］斯蒂芬・茨威格,https://book.douban.com/subject/1062343/,2004-5,广西师范大学出版社,5854人评价,9.2,https://img1.doubanio.com/lpic/s1121598.jpg,昨日的世界
萧涤非 / 等,https://book.douban.com/subject/1021990/,1999-11,上海辞书出版社,3488人评价,9.2,https://img5.doubanio.com/lpic/s1015106.jpg,唐诗鉴赏辞典
幾米,https://book.douban.com/subject/3665874/,2009-5-1,大塊文化,14719人评价,9.0,https://img3.doubanio.com/lpic/s4150073.jpg,星空
[阿根廷] 博尔赫斯,https://book.douban.com/subject/1440972/,2005-12,浙江文艺出版社,7460人评价,9.1,https://img3.doubanio.com/lpic/s1466762.jpg,博尔赫斯小说集
[美] 彼得·海斯勒,https://book.douban.com/subject/7060185/,2012-1,上海译文出版社,21605人评价,9.0,https://img3.doubanio.com/lpic/s7019913.jpg,江城
安徒生,https://book.douban.com/subject/1765512/,1978年6月,上海译文出版社,9113人评价,9.1,https://img5.doubanio.com/lpic/s4133656.jpg,海的女儿
[英] 阿·柯南道尔,https://book.douban.com/subject/1040211/,1981-8,群众出版社,47313人评价,9.2,https://img3.doubanio.com/lpic/s1229240.jpg,福尔摩斯探案全集（上中下）
慕容引刀,https://book.douban.com/subject/3108835/,2008-5,上海人民出版社,2653人评价,9.0,https://img3.doubanio.com/lpic/s3492980.jpg,让爱点亮
[德] 赫尔曼·黑塞,https://book.douban.com/subject/3406401/,2009-3,上海人民出版社,11303人评价,9.0,https://img1.doubanio.com/lpic/s6790238.jpg,悉达多
美国纽约摄影学院,https://book.douban.com/subject/1007928/,2000-03,中国摄影出版社,8971人评价,9.1,https://img1.doubanio.com/lpic/s2181217.jpg,美国纽约摄影学院摄影教材（上）
Eric S. Raymond,https://book.douban.com/subject/1467587/,2006-2,电子工业出版社,1961人评价,9.0,https://img3.doubanio.com/lpic/s1631790.jpg,UNIX编程艺术
[法国] 马塞尔·普鲁斯特,https://book.douban.com/subject/1092168/,2001-4,译林出版社,2289人评价,9.1,https://img3.doubanio.com/lpic/s1989055.jpg,追忆似水年华（上下册）
[法] 列维-斯特劳斯,https://book.douban.com/subject/1393447/,2005-6,生活·读书·新知三联书店,1796人评价,9.1,https://img3.doubanio.com/lpic/s1817185.jpg,忧郁的热带
[美] 埃里克·霍弗,https://book.douban.com/subject/3057556/,2011-6,广西师范大学出版社,5635人评价,9.0,https://img1.doubanio.com/lpic/s28036829.jpg,狂热分子
