book_author,book_href,book_publish_date,book_publisher,book_rating_counting,book_rating_nums,book_src,book_title
钱穆,https://book.douban.com/subject/1003479/,2001,生活·读书·新知三联书店,21568人评价,9.1,https://img3.doubanio.com/lpic/s1319205.jpg,中国历代政治得失
[美] 菲利普·科特勒 / [美] 凯文·莱恩·凯勒,https://book.douban.com/subject/1894695/,2006-9,上海人民出版社,1568人评价,9.0,https://img1.doubanio.com/lpic/s1871747.jpg,营销管理
谢尔・希尔弗斯坦,https://book.douban.com/subject/1059503/,2003-9-1,南海出版公司,2996人评价,9.1,https://img3.doubanio.com/lpic/s1112624.jpg,爱心树
余华,https://book.douban.com/subject/1061118/,2004-5,上海文艺出版社,75133人评价,9.1,https://img3.doubanio.com/lpic/s1469173.jpg,活着
尹建莉,https://book.douban.com/subject/3465080/,2009-1-1,作家出版社,6126人评价,9.0,https://img1.doubanio.com/lpic/s3615018.jpg,好妈妈胜过好老师
[伊朗] 玛赞·莎塔碧,https://book.douban.com/subject/1769769/,2006-4,生活·读书·新知三联书店,1681人评价,9.2,https://img3.doubanio.com/lpic/s1640990.jpg,我在伊朗长大3
[德] 埃·奥·卜劳恩 绘,https://book.douban.com/subject/1002898/,2003-4,中国工人出版社,15686人评价,9.1,https://img1.doubanio.com/lpic/s1094608.jpg,父与子全集
慕容引刀,https://book.douban.com/subject/2251434/,2007-9,上海人民出版社,5564人评价,9.0,https://img3.doubanio.com/lpic/s24397222.jpg,被爱路过
[日] 莫莉蓟野,https://book.douban.com/subject/3774884/,2009-5,南海出版公司,2588人评价,9.1,https://img5.doubanio.com/lpic/s3842836.jpg,子猫絮语
[英] 乔治·奥威尔,https://book.douban.com/subject/2035179/,2007-3,上海译文出版社,29053人评价,9.2,https://img3.doubanio.com/lpic/s2347590.jpg,动物农场
王小波,https://book.douban.com/subject/1054685/,1997-10,中国青年出版社,37545人评价,9.0,https://img1.doubanio.com/lpic/s1447349.jpg,沉默的大多数
hans,https://book.douban.com/subject/3554154/,2009-1,上海锦绣文章出版社,23207人评价,9.0,https://img3.doubanio.com/lpic/s3721175.jpg,阿狸·梦之城堡
余华,https://book.douban.com/subject/1082154/,1998-5,南海出版公司,123107人评价,9.1,https://img3.doubanio.com/lpic/s23836852.jpg,活着
[法] 圣埃克苏佩里,https://book.douban.com/subject/1084336/,2003-8,人民文学出版社,215010人评价,9.0,https://img1.doubanio.com/lpic/s1237549.jpg,小王子
[日] 东野圭吾,https://book.douban.com/subject/3259440/,2008-9,南海出版公司,178660人评价,9.1,https://img3.doubanio.com/lpic/s4610502.jpg,白夜行
[英] 阿加莎·克里斯蒂,https://book.douban.com/subject/1827374/,2006-5,人民文学出版社,33416人评价,9.0,https://img1.doubanio.com/lpic/s1765799.jpg,东方快车谋杀案
[英] 奥斯丁,https://book.douban.com/subject/1401841/,1996-12,上海译文出版社,23086人评价,9.0,https://img1.doubanio.com/lpic/s27017338.jpg,傲慢与偏见
王小波,https://book.douban.com/subject/1014578/,1997,文化艺术出版社,17419人评价,9.0,https://img3.doubanio.com/lpic/s1016763.jpg,我的精神家园
芭芭拉·德米克,https://book.douban.com/subject/6428468/,2011-5-31,麥田出版,6298人评价,9.1,https://img3.doubanio.com/lpic/s6643233.jpg,我們最幸福
林达,https://book.douban.com/subject/1027191/,1997-5,生活·读书·新知三联书店,27120人评价,9.0,https://img5.doubanio.com/lpic/s1768916.jpg,历史深处的忧虑
[美] 曼昆,https://book.douban.com/subject/1028842/,2003-8,机械工业出版社,10846人评价,9.0,https://img3.doubanio.com/lpic/s1785715.jpg,经济学原理（上下）
,https://book.douban.com/subject/2160556/,1962,少年儿童出版社,8949人评价,9.0,https://img1.doubanio.com/lpic/s2619779.jpg,十万个为什么
[奥] 斯台芬·茨威格,https://book.douban.com/subject/2158684/,2007-7,上海译文出版社,4828人评价,9.0,https://img3.doubanio.com/lpic/s2897060.jpg,象棋的故事
王小波,https://book.douban.com/subject/1776683/,2006-4,北方文艺出版社,10136人评价,9.0,https://img5.doubanio.com/lpic/s1727466.jpg,沉默的大多数
（日）东野圭吾,https://book.douban.com/subject/4117922/,2009年11月,南海出版公司,34585人评价,9.0,https://img3.doubanio.com/lpic/s4055190.jpg,嫌疑人X的献身
[清] 蒲松龄 著 / 朱其铠 等校注,https://book.douban.com/subject/1036397/,1989-9,人民文学出版社,2828人评价,9.0,https://img3.doubanio.com/lpic/s2242061.jpg,全本新注聊斋志异（全三册）
屈原,https://book.douban.com/subject/1393724/,2003-03-01,山西古籍出版社,2375人评价,9.0,https://img5.doubanio.com/lpic/s9846666.jpg,楚辞
[英] 阿瑟·克拉克,https://book.douban.com/subject/2340609/,2007-11,上海人民出版社,3593人评价,9.0,https://img1.doubanio.com/lpic/s3032729.jpg,2001太空漫游
[美] 特德·蒋,https://book.douban.com/subject/1187842/,2005-2,四川科学技术出版社,5882人评价,8.9,https://img5.doubanio.com/lpic/s25996026.jpg,你一生的故事
宫西达也,https://book.douban.com/subject/1026035/,2004-06,北京少年儿童出版社,6340人评价,9.1,https://img5.doubanio.com/lpic/s2084206.jpg,你看起来好像很好吃
张乐平,https://book.douban.com/subject/1009273/,1995-10,少年儿童出版社,2328人评价,9.1,https://img3.doubanio.com/lpic/s1350872.jpg,三毛流浪记（全集）
张乐平,https://book.douban.com/subject/2129427/,1990-1,同济大学出版社,3876人评价,9.0,https://img3.doubanio.com/lpic/s2579020.jpg,三毛从军记全集
[日] 伊坂幸太郎,https://book.douban.com/subject/5038409/,2010-9,译林出版社,9576人评价,9.0,https://img3.doubanio.com/lpic/s4444885.jpg,金色梦乡
[美] 彼得·海斯勒,https://book.douban.com/subject/5414391/,2011-1,上海译文出版社,29211人评价,9.0,https://img1.doubanio.com/lpic/s4575849.jpg,寻路中国
[法] 米歇尔·福柯,https://book.douban.com/subject/1012307/,2003-1,生活·读书·新知三联书店,3078人评价,9.1,https://img1.doubanio.com/lpic/s2522397.jpg,规训与惩罚
[英]毛姆,https://book.douban.com/subject/2035162/,2007-3,上海译文出版社,23242人评价,9.0,https://img3.doubanio.com/lpic/s2347562.jpg,刀锋
章东磐,https://book.douban.com/subject/3824491/,2009-7,山西人民出版社,1281人评价,9.0,https://img3.doubanio.com/lpic/s4145813.jpg,父亲的战场
[美] 丹·西蒙斯,https://book.douban.com/subject/2052049/,2007-5,万卷出版公司,3536人评价,9.0,https://img5.doubanio.com/lpic/s2369996.jpg,海伯利安
[俄] 布尔加科夫,https://book.douban.com/subject/1077492/,2004-06,人民文学出版社,2489人评价,9.0,https://img5.doubanio.com/lpic/s2312776.jpg,大师和玛格丽特
林达,https://book.douban.com/subject/1014825/,2004-08,生活·读书·新知三联书店,10625人评价,9.0,https://img3.doubanio.com/lpic/s2170315.jpg,我也有一个梦想
王国维,https://book.douban.com/subject/1203426/,1998-12-01,上海古籍出版社,14570人评价,9.0,https://img1.doubanio.com/lpic/s9130587.jpg,人间词话
,https://book.douban.com/subject/1803022/,1996,中国基督教协会,12813人评价,9.0,https://img1.doubanio.com/lpic/s1677577.jpg,圣经
秦晖,https://book.douban.com/subject/1076378/,2004-09-01,复旦大学出版社,1916人评价,9.1,https://img3.doubanio.com/lpic/s1473584.jpg,传统十论
[英]马丁•麦克多纳 / 汀布莱克•韦滕贝克 / 安东尼•尼尔逊 / 卡丽尔•丘琪尔,https://book.douban.com/subject/4734066/,2010-4,新星出版社,1479人评价,9.1,https://img3.doubanio.com/lpic/s4294263.jpg,枕头人
汪曾祺,https://book.douban.com/subject/10794792/,2012-7,北京十月文艺出版社,1358人评价,9.3,https://img1.doubanio.com/lpic/s10352277.jpg,受戒
[英] 肯·福莱特,https://book.douban.com/subject/26698660/,2016-5-1,江苏凤凰文艺出版社,14207人评价,9.0,https://img3.doubanio.com/lpic/s28668834.jpg,巨人的陨落
张赞波,https://book.douban.com/subject/26666589/,2015-11-1,广西师范大学出版社,1050人评价,8.8,https://img1.doubanio.com/lpic/s28356879.jpg,大路
布鲁斯·布尔诺·德·梅斯奎塔 (Mesquita B.B.D.) / 阿拉斯泰尔·史密斯 (Smith A.),https://book.douban.com/subject/25881102/,2014-5-1,江苏文艺出版社,1819人评价,8.9,https://img5.doubanio.com/lpic/s27293486.jpg,独裁者手册
罗杰·克劳利 (Roger Crowley),https://book.douban.com/subject/25891321/,2014-6,社会科学文献出版社·甲骨文,1300人评价,9.0,https://img1.doubanio.com/lpic/s28342679.jpg,海洋帝国
彼得·海斯勒,https://book.douban.com/subject/2076886/,2007-5-7,久周出版,1781人评价,9.1,https://img3.doubanio.com/lpic/s2400703.jpg,甲骨文
宫西达也,https://book.douban.com/subject/1072126/,2004-06,北京少年儿童出版社,1479人评价,9.1,https://img3.doubanio.com/lpic/s1057465.jpg,我是霸王龙
[美] 哈珀·李,https://book.douban.com/subject/6781808/,2012-9,译林出版社,8100人评价,9.2,https://img3.doubanio.com/lpic/s23128183.jpg,杀死一只知更鸟
陈寅恪,https://book.douban.com/subject/1034470/,2001-1,生活·读书·新知三联书店,1056人评价,9.0,https://img3.doubanio.com/lpic/s2180824.jpg,柳如是别传（全三册）
[法] 克里斯多夫·夏布特,https://book.douban.com/subject/26695174/,2016-2,北京联合出版公司·后浪出版公司,1861人评价,8.9,https://img1.doubanio.com/lpic/s28369978.jpg,灯塔
三毛,https://book.douban.com/subject/3698398/,2009-4,北京十月文艺出版社,5250人评价,9.0,https://img1.doubanio.com/lpic/s3752378.jpg,万水千山走遍
Philip J. Guo,https://book.douban.com/subject/11505704/,2012-7-1,digital,1114人评价,9.1,https://img3.doubanio.com/lpic/s25802111.jpg,The Ph.D. Grind
（英）弗雷泽,https://book.douban.com/subject/2101774/,1998-01,大众文艺出版社,1107人评价,9.0,https://img3.doubanio.com/lpic/s3559585.jpg,金枝
[日] 三岛由纪夫,https://book.douban.com/subject/1091904/,2001-1,北京燕山出版社,1186人评价,9.1,https://img3.doubanio.com/lpic/s1078614.jpg,丰饶之海（上下）
[英] J.R.R.托尔金,https://book.douban.com/subject/21979017/,2013-9,上海人民出版社,1513人评价,9.5,https://img1.doubanio.com/lpic/s27063429.jpg,魔戒
柏拉图,https://book.douban.com/subject/6073019/,2011-3,生活·读书·新知三联书店,1228人评价,9.1,https://img1.doubanio.com/lpic/s4692937.jpg,斐多
顾城,https://book.douban.com/subject/10877051/,2012-8-1,重庆出版社,1164人评价,9.0,https://img3.doubanio.com/lpic/s11133943.jpg,顾城哲思录
马克斯·韦伯,https://book.douban.com/subject/2150432/,2007-7,广西师范大学出版社,1050人评价,9.1,https://img3.doubanio.com/lpic/s2610504.jpg,韦伯作品集Ⅻ:新教伦理与资本主义精神
米兰Lady,https://book.douban.com/subject/4041998/,2009-09-11,新世界出版社,1265人评价,9.0,https://img3.doubanio.com/lpic/s3989464.jpg,孤城闭
[明] 王阳明撰,https://book.douban.com/subject/3007268/,2008-1,中州古籍出版社,1218人评价,9.3,https://img3.doubanio.com/lpic/s3451090.jpg,传习录
Stephen Prata / 云巅工作室,https://book.douban.com/subject/1240002/,2005-2-1,人民邮电出版社,1468人评价,9.2,https://img3.doubanio.com/lpic/s1308874.jpg,C Primer Plus
[美] 黄仁宇,https://book.douban.com/subject/1981042/,2007-1,中华书局,11037人评价,9.0,https://img1.doubanio.com/lpic/s2177769.jpg,万历十五年（增订本）
(法)孟德斯鸠,https://book.douban.com/subject/1016930/,1961-11,商务印书馆,1049人评价,9.0,https://img3.doubanio.com/lpic/s1011423.jpg,论法的精神（上）
费孝通,https://book.douban.com/subject/2274697/,2007-8,上海人民出版社,1161人评价,9.0,https://img3.doubanio.com/lpic/s2916131.jpg,江村经济
桔子樹,https://book.douban.com/subject/6531656/,2011-6-10,宇河文化,3098人评价,9.4,https://img1.doubanio.com/lpic/s6518949.jpg,麒麟之与子同袍
(英) 王尔德,https://book.douban.com/subject/4736014/,2010-4-1,上海译文出版社,1117人评价,9.1,https://img3.doubanio.com/lpic/s4355770.jpg,快乐王子
李娟,https://book.douban.com/subject/11602263/,2012-8-25,上海文艺出版社,1273人评价,9.1,https://img3.doubanio.com/lpic/s11337793.jpg,羊道·深山夏牧场
[俄] 列夫·托尔斯泰,https://book.douban.com/subject/2253380/,2007-8,上海文艺出版社,2261人评价,9.1,https://img1.doubanio.com/lpic/s5763939.jpg,安娜·卡列尼娜
李娟,https://book.douban.com/subject/11602265/,2012-8-25,"上海文艺出版集团,上海文艺出版社",1270人评价,9.1,https://img3.doubanio.com/lpic/s11337784.jpg,羊道·前山夏牧场
旋元佑,https://book.douban.com/subject/1014914/,2001-5,九州出版社,1599人评价,9.5,https://img3.doubanio.com/lpic/s26368880.jpg,英语魔法师之语法俱乐部
Charles Petzold,https://book.douban.com/subject/1024570/,2000-9-1,机械工业出版社,1161人评价,9.2,https://img3.doubanio.com/lpic/s26535990.jpg,编码的奥秘
(日)三岛由纪夫,https://book.douban.com/subject/5395162/,2011-4,上海译文出版社,1338人评价,9.0,https://img3.doubanio.com/lpic/s5097980.jpg,天人五衰
李碧华,https://book.douban.com/subject/2137767/,1993年8月,人民文学出版社,1785人评价,9.2,https://img3.doubanio.com/lpic/s2579305.jpg,霸王别姬
[奥] 莱内·马利亚·里尔克,https://book.douban.com/subject/5908654/,2011-2,上海译文出版社,1156人评价,9.1,https://img1.doubanio.com/lpic/s4670398.jpg,给青年诗人的信
Douglas Crockford,https://book.douban.com/subject/3590768/,2009年,电子工业出版社,1431人评价,9.1,https://img3.doubanio.com/lpic/s3651235.jpg,JavaScript语言精粹
[日] 芥川龙之介,https://book.douban.com/subject/1457542/,2005-3,山东文艺出版社,1166人评价,9.2,https://img1.doubanio.com/lpic/s1871949.jpg,芥川龙之介全集
TOBY SEGARAN,https://book.douban.com/subject/3288908/,2009-1,电子工业出版社,1187人评价,9.0,https://img3.doubanio.com/lpic/s3350961.jpg,集体智慧编程
阿城,https://book.douban.com/subject/3013624/,2007-1-1,大地,2483人评价,9.0,https://img3.doubanio.com/lpic/s4026841.jpg,棋王.樹王.孩子王
（法）安德烈·巴赞,https://book.douban.com/subject/3266617/,2008-11-01,文化艺术出版社,1301人评价,9.0,https://img3.doubanio.com/lpic/s3471863.jpg,电影是什么？
老舍,https://book.douban.com/subject/2032964/,1980年6月,人民文学出版社,1354人评价,9.1,https://img1.doubanio.com/lpic/s3336838.jpg,正红旗下
(法)克利斯提昂.约里波瓦/文 / (法)克利斯提昂.艾利施/图,https://book.douban.com/subject/1899006/,2006-09-01,二十一世纪出版社,1340人评价,9.1,https://img3.doubanio.com/lpic/s9038435.jpg,我想去看海
藤萍,https://book.douban.com/subject/1312997/,2005-04,广西人民出版社,4106人评价,9.0,https://img3.doubanio.com/lpic/s1560012.jpg,香初上舞·终上
藤萍,https://book.douban.com/subject/1276930/,2005-3-1,广西人民出版社,3774人评价,9.0,https://img1.doubanio.com/lpic/s1280729.jpg,香初上舞·再上
赖世雄,https://book.douban.com/subject/4201317/,2010-1,外文出版社,1690人评价,9.6,https://img3.doubanio.com/lpic/s6107711.jpg,美语音标
[英]毛姆,https://book.douban.com/subject/6313524/,2011-5-1,上海译文出版社,2132人评价,9.0,https://img3.doubanio.com/lpic/s6385895.jpg,人生的枷锁
金庸,https://book.douban.com/subject/3532347/,1994-5,生活·读书·新知三联书店,2109人评价,9.6,https://img1.doubanio.com/lpic/s28345048.jpg,金庸全集
毛泽东,https://book.douban.com/subject/1139360/,1991-6,人民出版社,1997人评价,9.1,https://img3.doubanio.com/lpic/s5804333.jpg,毛泽东选集 第一卷
陈鼓应 注译,https://book.douban.com/subject/1051919/,2009-2,中华书局,1356人评价,9.3,https://img3.doubanio.com/lpic/s6286352.jpg,庄子今注今译（全三册）
南怀瑾,https://book.douban.com/subject/2221115/,2007-7,上海人民出版社,1062人评价,9.0,https://img1.doubanio.com/lpic/s2663678.jpg,庄子諵譁（下）
鲁迅,https://book.douban.com/subject/2046909/,1973-12-01,人民文学出版社,2955人评价,9.1,https://img3.doubanio.com/lpic/s2364685.jpg,故事新编
汪曾祺,https://book.douban.com/subject/1444077/,2005-8-1,人民文学出版社,1406人评价,9.2,https://img1.doubanio.com/lpic/s1528318.jpg,汪曾祺小说经典
鸟哥,https://book.douban.com/subject/4889838/,2010-6-28,人民邮电出版社,2143人评价,9.1,https://img1.doubanio.com/lpic/s4399937.jpg,鸟哥的Linux私房菜
[荷]文森特·凡高,https://book.douban.com/subject/4903265/,2010-8,南海出版公司,1455人评价,9.1,https://img1.doubanio.com/lpic/s6204569.jpg,亲爱的提奥
夏宇,https://book.douban.com/subject/1351677/,1991-3-15,現代詩,1392人评价,9.0,https://img3.doubanio.com/lpic/s1381574.jpg,夏宇詩集／腹語術
海子 著 / 西川 编,https://book.douban.com/subject/3610681/,2009-3,作家出版社,6267人评价,9.2,https://img3.doubanio.com/lpic/s3670242.jpg,海子诗全集
罗曼·罗兰,https://book.douban.com/subject/1851058/,1957-1,人民文学出版社,2265人评价,9.1,https://img1.doubanio.com/lpic/s4088678.jpg,约翰·克利斯朵夫（共四册）
（明）汤显祖 著；徐朔方，杨笑杨 校注,https://book.douban.com/subject/1317857/,2005-5-1,人民文学出版社,1461人评价,9.1,https://img1.doubanio.com/lpic/s1340599.jpg,牡丹亭
（英）阿诺德・汤因比,https://book.douban.com/subject/1315199/,2005-4-1,上海人民出版社,1278人评价,9.1,https://img3.doubanio.com/lpic/s1323443.jpg,历史研究
[德] 赫尔曼·黑塞,https://book.douban.com/subject/3578470/,2009-3,上海人民出版社,5940人评价,9.0,https://img3.doubanio.com/lpic/s5988251.jpg,德米安
[苏] 安德烈·塔可夫斯基,https://book.douban.com/subject/1005660/,2003-08,人民文学出版社,3817人评价,9.0,https://img3.doubanio.com/lpic/s10297305.jpg,雕刻时光
罗杰•霍克 (Roger R. Hock),https://book.douban.com/subject/5248516/,2010-8-1,人民邮电出版社,1197人评价,9.3,https://img3.doubanio.com/lpic/s27276912.jpg,改变心理学的40项研究
[俄] 陀思妥耶夫斯基,https://book.douban.com/subject/1088418/,2011-5,人民文学出版社,1122人评价,9.0,https://img3.doubanio.com/lpic/s6537792.jpg,死屋手记
"（黎巴嫩）纪·哈·纪伯伦（Gibran,K.）",https://book.douban.com/subject/1451270/,2006-12,北京出版社,1542人评价,9.2,https://img3.doubanio.com/lpic/s6451765.jpg,纪伯伦诗集
卡里・纪伯伦 / 廖欣,https://book.douban.com/subject/1219090/,2004-9,哈尔滨出版社,1087人评价,9.2,https://img1.doubanio.com/lpic/s3474877.jpg,沙与沫
[意] 普里莫·莱维,https://book.douban.com/subject/20441569/,2013-3,三辉图书/上海三联书店,1212人评价,9.1,https://img3.doubanio.com/lpic/s25808310.jpg,被淹没和被拯救的
[加拿大] 阿利斯泰尔·麦克劳德,https://book.douban.com/subject/26357614/,2015-6,上海文艺出版社,1492人评价,9.0,https://img3.doubanio.com/lpic/s28061231.jpg,海风中失落的血色馈赠
S. A. 阿列克谢耶维奇,https://book.douban.com/subject/26641665/,2015-11,花城出版社,2047人评价,9.0,https://img3.doubanio.com/lpic/s28323992.jpg,切尔诺贝利的悲鸣
[法] 克里斯托弗·加尔法德,https://book.douban.com/subject/26697350/,2016-3,上海三联书店,1755人评价,9.2,https://img3.doubanio.com/lpic/s28453934.jpg,极简宇宙史
[法] 马塞尔·普鲁斯特,https://book.douban.com/subject/10779650/,2012-6,译林出版社,1126人评价,9.1,https://img3.doubanio.com/lpic/s10279533.jpg,追忆似水年华
卡伦·霍尼,https://book.douban.com/subject/6511362/,2011-5,译林出版社,1202人评价,9.0,https://img5.doubanio.com/lpic/s6536156.jpg,我们时代的神经症人格
[哥伦比亚] 加西亚·马尔克斯,https://book.douban.com/subject/26657570/,2016-4-1,南海出版公司,1601人评价,9.0,https://img3.doubanio.com/lpic/s28606305.jpg,活着为了讲述
[白俄] S.A.阿列克谢耶维奇,https://book.douban.com/subject/26704403/,2016-1,中信出版社,3158人评价,8.9,https://img3.doubanio.com/lpic/s28397415.jpg,二手时间
本书编委会,https://book.douban.com/subject/1840859/,2006-3,宗教文化出版社,1152人评价,9.6,https://img3.doubanio.com/lpic/s1714714.jpg,心经
米切尔·恩德,https://book.douban.com/subject/1965464/,2006-12,二十一世纪出版社,1070人评价,9.0,https://img3.doubanio.com/lpic/s26552512.jpg,毛毛
田中芳树,https://book.douban.com/subject/2043828/,1995,台湾尖端出版社,1297人评价,9.4,https://img3.doubanio.com/lpic/s2361994.jpg,银河英雄传说
汪曾祺,https://book.douban.com/subject/4127574/,2000,香港三聯,1908人评价,9.1,https://img1.doubanio.com/lpic/s4048689.jpg,受戒
(法)阿尔贝·加缪,https://book.douban.com/subject/24257486/,2013-8,上海译文出版社,2011人评价,8.9,https://img3.doubanio.com/lpic/s27003183.jpg,局外人
Barbara Demick,https://book.douban.com/subject/4247111/,2010-9-21,Spiegel & Grau,1155人评价,9.1,https://img3.doubanio.com/lpic/s4498750.jpg,Nothing to Envy
李碧华,https://book.douban.com/subject/25737043/,2013-10,新星出版社,1901人评价,9.2,https://img3.doubanio.com/lpic/s27115721.jpg,霸王别姬
[瑞典] 弗雷德里克·巴克曼,https://book.douban.com/subject/26672693/,2015-12,四川文艺出版社,3702人评价,9.1,https://img3.doubanio.com/lpic/s29071620.jpg,一个叫欧维的男人决定去死
史铁生,https://book.douban.com/subject/1029370/,2004-5-1,北京出版社,1072人评价,9.1,https://img3.doubanio.com/lpic/s1257163.jpg,记忆与印象
(印度)泰戈尔,https://book.douban.com/subject/3812771/,2009-6,北京十月文艺出版社,1033人评价,9.1,https://img3.doubanio.com/lpic/s3958385.jpg,新月集·飞鸟集
（美）玛格丽特・米切尔,https://book.douban.com/subject/1017749/,1997-12-01,上海译文出版社,5372人评价,9.3,https://img3.doubanio.com/lpic/s1203052.jpg,乱世佳人(上、下)
三毛,https://book.douban.com/subject/3673672/,2009-4,北京十月文艺出版社,6214人评价,9.0,https://img3.doubanio.com/lpic/s3734480.jpg,温柔的夜
[美] Scott Meyers,https://book.douban.com/subject/1231590/,2001-9,华中科技大学出版社,1276人评价,9.2,https://img3.doubanio.com/lpic/s1441361.jpg,Effective C++中文版
[美] 斯科特·安德森,https://book.douban.com/subject/25883305/,2014-9-1,社会科学文献出版社,1141人评价,9.1,https://img1.doubanio.com/lpic/s27435757.jpg,阿拉伯的劳伦斯
Martin Fowler,https://book.douban.com/subject/4262627/,2010,人民邮电出版社,1147人评价,9.0,https://img3.doubanio.com/lpic/s4157180.jpg,重构
杨小凯,https://book.douban.com/subject/3224929/,2000-7,John Wiley & Sons,1090人评价,9.1,https://img3.doubanio.com/lpic/s26711515.jpg,百年中国经济史笔记
冯友兰,https://book.douban.com/subject/1443887/,2005-10,天津社会科学院出版社,1006人评价,9.0,https://img3.doubanio.com/lpic/s1914405.jpg,中国哲学简史
白谦慎,https://book.douban.com/subject/1784790/,2006-4,生活·读书·新知三联书店,1037人评价,9.0,https://img3.doubanio.com/lpic/s1728390.jpg,傅山的世界
Kenneth A.Reek,https://book.douban.com/subject/3012360/,2008 年4月,人民邮电出版社,1088人评价,9.0,https://img1.doubanio.com/lpic/s2996168.jpg,C和指针
夏宇,https://book.douban.com/subject/1985973/,1987,科华图书出版公司,1018人评价,9.1,https://img3.doubanio.com/lpic/s3245130.jpg,備忘錄
[英] 约翰·穆勒,https://book.douban.com/subject/6397522/,2011-9,广西师范大学出版社,1086人评价,9.4,https://img5.doubanio.com/lpic/s6916856.jpg,论自由
威廉·萨默赛特·毛姆 / (W.S.Maugham),https://book.douban.com/subject/1457778/,1983,江苏人民出版社,1127人评价,9.0,https://img1.doubanio.com/lpic/s1474849.jpg,人性的枷锁
priest,https://book.douban.com/subject/26886310/,2016-11,湖南文艺出版社,2295人评价,9.0,https://img3.doubanio.com/lpic/s29087935.jpg,有匪1
刘和平,https://book.douban.com/subject/1982427/,2007-1-1,人民文学出版社,1170人评价,9.0,https://img1.doubanio.com/lpic/s5757417.jpg,大明王朝1566
王小波,https://book.douban.com/subject/3016270/,2008年1月1日,上海三联书店,1121人评价,9.0,https://img5.doubanio.com/lpic/s2997766.jpg,黄金时代
[美]雅罗姆（Irvin D. Yalom）,https://book.douban.com/subject/1178089/,2004-09-01,中国轻工业出版社,1051人评价,9.0,https://img3.doubanio.com/lpic/s1129075.jpg,给心理治疗师的礼物
桔子樹,https://book.douban.com/subject/6730371/,2011-7-5,宇河文化出版有限公司,1893人评价,9.5,https://img1.doubanio.com/lpic/s6781748.jpg,麒麟之生死與共
张新颖,https://book.douban.com/subject/25897707/,2014-6-1,广西师范大学出版社,1059人评价,9.0,https://img3.doubanio.com/lpic/s27300161.jpg,沈从文的后半生
斯蒂芬A.罗斯,https://book.douban.com/subject/1082512/,2007-1,机械工业出版社,1248人评价,9.4,https://img3.doubanio.com/lpic/s1224024.jpg,公司理财
